Total Votes Polled
863581.0
647090.0
786980.0
597387.0
690073.0
771160.0
637254.0
738955.0
907977.0
828576.0
692055.0
933734.0
550197.0
480757.0
762694.0
1023765.0
866622.0
810810.0
646650.0
732492.0
524621.0
814479.0
706365.0
1048154.0
676083.0
904590.0
1000208.0
318726.0
170103.0
704522.0
853116.0
1163337.0
841204.0
730456.0
556351.0
792367.0
214932.0
285710.0
893704.0
701880.0
723045.0
1329456.0
480556.0
704863.0
756541.0
564711.0
636555.0
560691.0
523791.0
658840.0
770024.0
737308.0
859928.0
613748.0
952213.0
512701.0
892262.0
677729.0
875360.0
646231.0
619218.0
1001657.0
1102833.0
908590.0
846982.0
1078235.0
652208.0
984604.0
649227.0
768753.0
1043627.0
743428.0
734048.0
441234.0
1025539.0
1124373.0
832542.0
705734.0
919625.0
785199.0
901169.0
869968.0
1038209.0
773779.0
1048228.0
1073983.0
718265.0
754561.0
860869.0
710923.0
658685.0
929162.0
629078.0
1030750.0
749420.0
623301.0
754457.0
584263.0
864392.0
1127790.0
711041.0
779241.0
649631.0
707590.0
569804.0
1017493.0
1054149.0
1012022.0
1078811.0
668447.0
853133.0
1135028.0
623615.0
780445.0
1085000.0
829294.0
792767.0
973693.0
670891.0
343557.0
898515.0
473947.0
659889.0
728113.0
610352.0
765217.0
0.0
978610.0
867802.0
835945.0
1044438.0
794800.0
802467.0
824047.0
1121043.0
749394.0
813499.0
599124.0
782928.0
654736.0
905519.0
110363.0
534423.0
1015922.0
68024.0
545713.0
966371.0
841355.0
907277.0
715523.0
813483.0
778102.0
798214.0
759532.0
856631.0
1046983.0
669906.0
1054112.0
750274.0
820558.0
681623.0
735879.0
975684.0
622012.0
857406.0
1078988.0
744869.0
767000.0
567725.0
637920.0
749168.0
624937.0
930519.0
611015.0
838145.0
694383.0
693904.0
956890.0
684904.0
649838.0
584196.0
837247.0
790737.0
909629.0
314016.0
1108827.0
738984.0
564183.0
1169934.0
829823.0
770434.0
765865.0
619190.0
797622.0
605243.0
504612.0
748617.0
759385.0
1044731.0
933370.0
756236.0
711229.0
555107.0
1424216.0
574599.0
787963.0
980348.0
648468.0
978202.0
872241.0
690943.0
1026389.0
817467.0
828461.0
1162644.0
843208.0
993958.0
731108.0
796910.0
785901.0
583218.0
633493.0
737578.0
871864.0
1084833.0
983313.0
599200.0
812901.0
686585.0
817108.0
899664.0
797584.0
656567.0
797127.0
577606.0
1031290.0
843314.0
594586.0
705568.0
535282.0
934281.0
763910.0
607834.0
861859.0
958374.0
601887.0
681471.0
763455.0
915836.0
760020.0
741792.0
487118.0
583083.0
812414.0
760555.0
745612.0
564008.0
1026285.0
725335.0
565641.0
965570.0
978393.0
960563.0
854955.0
544828.0
783016.0
707748.0
661847.0
741950.0
765661.0
863832.0
512878.0
1124447.0
577040.0
685420.0
989301.0
811029.0
822210.0
847096.0
724802.0
551311.0
983010.0
891746.0
946643.0
624981.0
1034009.0
602663.0
707960.0
510343.0
626914.0
780538.0
1014784.0
927261.0
1027802.0
1007225.0
877381.0
752121.0
754684.0
759619.0
681806.0
807820.0
797578.0
752578.0
1045711.0
871360.0
875454.0
731041.0
109575.0
909621.0
39498.0
658479.0
829393.0
522378.0
584051.0
846364.0
776217.0
859559.0
765476.0
325991.0
710666.0
717761.0
1045905.0
919371.0
756450.0
556554.0
791678.0
996402.0
1438735.0
926516.0
691265.0
695032.0
783230.0
829486.0
921502.0
1205714.0
713026.0
1031703.0
988533.0
726493.0
1048228.0
717616.0
803802.0
799580.0
824754.0
1060272.0
1042496.0
727711.0
732855.0
607589.0
694274.0
760944.0
641571.0
685022.0
667904.0
707134.0
664647.0
598845.0
651003.0
1051383.0
745001.0
621813.0
973878.0
765018.0
877904.0
857543.0
791935.0
1189601.0
762988.0
1025367.0
609879.0
643468.0
755369.0
753682.0
568219.0
1078698.0
845244.0
774590.0
766240.0
994826.0
1081754.0
990960.0
656892.0
757551.0
581583.0
1002419.0
709705.0
889511.0
292295.0
999426.0
1021349.0
924547.0
756181.0
789648.0
651262.0
732587.0
722870.0
606657.0
870726.0
515477.0
628283.0
633187.0
797154.0
936005.0
552416.0
904084.0
0.0
551917.0
837577.0
771479.0
769418.0
660653.0
641003.0
607948.0
734641.0
910151.0
704752.0
904518.0
481874.0
935746.0
740868.0
650344.0
830581.0
637429.0
603641.0
666648.0
682264.0
767366.0
898399.0
1017820.0
992348.0
649606.0
644500.0
590981.0
777839.0
606177.0
764712.0
1147228.0
724106.0
718721.0
720006.0
595317.0
835925.0
570321.0
805202.0
659605.0
629372.0
675807.0
731294.0
717614.0
821122.0
895554.0
635722.0
584743.0
800420.0
681924.0
776830.0
931199.0
800921.0
580829.0
599031.0
816646.0
865038.0
792508.0
572269.0
480379.0
616678.0
954407.0
663881.0
838728.0
605386.0
725265.0
251751.0
688546.0
579926.0
981239.0
576748.0
704911.0
775253.0
641910.0
743222.0
712258.0
271960.0
1081402.0
918772.0
282761.0
794052.0
707855.0
766742.0
697659.0
695796.0
586317.0
525180.0
802111.0
1148206.0
584075.0
629360.0
843014.0
749873.0
807776.0
800529.0
849619.0
737641.0
656163.0
815862.0
718207.0
660791.0
1061533.0
741714.0
840545.0
820984.0
937517.0
899784.0
342187.0
667553.0
758240.0
611725.0
834728.0
564199.0
1009819.0
904542.0
760275.0
556128.0
862844.0
747129.0
624859.0
598447.0
774429.0
665490.0
722217.0
1088297.0
796414.0
767653.0
1012261.0
1019825.0
883437.0
1030525.0
769132.0
823694.0
840064.0
1017290.0
